gfx,cu_num,M,N,K,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx942,304,1728,1024,4096,ck,3,0,36.5437,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,396.66,405.3,0.0
gfx942,304,1792,1024,4096,ck,3,0,35.4219,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,424.38,429.24,0.0
gfx942,304,1856,1024,4096,ck,3,0,37.1142,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,419.5,420.26,0.0
gfx942,304,1920,1024,4096,ck,3,0,37.6924,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,427.3,424.24,0.0
gfx942,304,1984,1024,4096,ck,18,0,38.4277,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,433.1,426.36,0.0
gfx942,304,2048,1024,4096,ck,3,0,38.2471,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,449.18,438.65,0.0
gfx942,304,2112,1024,4096,ck,3,0,36.2221,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,489.11,474.03,0.0
gfx942,304,2176,1024,4096,ck,3,0,38.9598,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,468.52,450.81,0.0
gfx942,304,2240,1024,4096,ck,3,0,40.1004,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,468.59,447.8,0.0
gfx942,304,2304,1024,4096,ck,3,0,40.0846,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,482.16,457.78,0.0
gfx942,304,2368,1024,4096,ck,18,0,40.902,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,485.65,458.25,0.0
gfx942,304,2432,1024,4096,ck,18,0,41.2248,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,494.87,464.2,0.0
gfx942,304,2496,1024,4096,ck,2,0,52.2879,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,400.44,373.5,0.0
gfx942,304,2560,1024,4096,ck,2,0,53.0291,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,404.96,375.7,0.0
gfx942,304,2624,1024,4096,ck,2,0,53.0895,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,414.62,382.68,0.0
gfx942,304,2688,1024,4096,ck,3,0,53.0076,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,425.38,390.69,0.0
gfx942,304,2752,1024,4096,ck,2,0,53.4963,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,431.53,394.47,0.0
gfx942,304,2816,1024,4096,ck,2,0,53.4015,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,442.35,402.53,0.0
gfx942,304,2880,1024,4096,ck,2,0,53.8171,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,448.91,406.73,0.0
gfx942,304,2944,1024,4096,ck,2,0,54.1075,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,456.43,411.81,0.0
gfx942,304,3008,1024,4096,ck,2,0,53.7784,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,469.2,421.65,0.0
gfx942,304,3072,1024,4096,ck,2,0,54.1243,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,476.12,426.22,0.0
gfx942,304,3136,1024,4096,ck,2,0,53.7522,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,489.41,436.48,0.0
gfx942,304,3200,1024,4096,ck,2,0,55.0787,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,487.37,433.11,0.0
gfx942,304,3264,1024,4096,ck,2,0,54.3708,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,503.59,445.98,0.0
gfx942,304,3328,1024,4096,ck,2,0,55.208,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,505.67,446.34,0.0
gfx942,304,3392,1024,4096,ck,2,0,55.4008,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,513.61,451.88,0.0
gfx942,304,3584,1024,4096,ck,2,0,55.9386,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,537.46,468.63,0.0
gfx942,304,3648,1024,4096,ck,2,0,55.9849,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,546.61,475.26,0.0
gfx942,304,3968,1024,4096,ck,2,0,57.8479,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,575.41,493.95,0.0
gfx942,304,4096,1024,4096,ck,2,0,57.8916,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,593.52,507.16,0.0
gfx942,304,4224,1024,4096,ck,2,0,59.021,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,600.35,510.78,0.0
gfx942,304,4736,1024,4096,ck,2,0,61.8506,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,642.33,538.27,0.0
gfx942,304,5120,1024,4096,ck,0,0,80.2901,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,534.93,444.03,0.0
gfx942,304,7296,1024,4096,ck,0,0,86.3645,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,708.66,567.61,0.0
gfx942,304,8192,1024,4096,ck,0,0,87.7334,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,783.28,621.5,0.0
gfx942,304,8320,1024,4096,ck,0,0,90.5665,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,770.63,610.74,0.0
gfx942,304,13952,1024,4096,ck,0,0,138.0028,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,848.08,651.55,0.0
gfx942,304,15488,1024,4096,ck,0,0,162.4235,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,799.9,611.69,0.0
gfx942,304,16384,1024,4096,ck,0,0,162.1907,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,847.39,646.51,0.0
gfx942,304,16,2048,4096,ck,8,0,15.4687,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,17.35,550.77,0.0
gfx942,304,32,2048,4096,ck,8,0,16.1522,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,33.24,535.58,0.0
gfx942,304,48,2048,4096,ck,8,0,15.6187,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,51.56,562.26,0.0
gfx942,304,64,2048,4096,ck,8,0,15.0147,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,71.51,593.61,0.0
gfx942,304,80,2048,4096,ck,8,0,15.9849,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,83.97,565.78,0.0
gfx942,304,96,2048,4096,ck,8,0,15.751,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,102.25,582.51,0.0
gfx942,304,112,2048,4096,ck,8,0,15.1951,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,123.66,612.44,0.0
gfx942,304,128,2048,4096,ck,8,0,15.4778,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,138.75,609.72,0.0
gfx942,304,144,2048,4096,ck,8,0,15.5734,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,155.13,614.4,0.0
gfx942,304,160,2048,4096,ck,18,0,19.8815,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,135.02,487.86,0.0
gfx942,304,176,2048,4096,ck,18,0,19.8932,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,148.43,494.16,0.0
gfx942,304,192,2048,4096,ck,18,0,18.9826,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,169.69,524.77,0.0
gfx942,304,208,2048,4096,ck,18,0,19.9644,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,174.79,505.53,0.0
gfx942,304,224,2048,4096,ck,18,0,20.0588,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,187.35,509.68,0.0
gfx942,304,240,2048,4096,ck,18,0,20.1373,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,199.95,514.2,0.0
gfx942,304,256,2048,4096,ck,18,0,18.8043,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,228.4,557.63,0.0
gfx942,304,288,2048,4096,ck,18,0,20.4338,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,236.46,525.99,0.0
gfx942,304,320,2048,4096,ck,18,0,19.0821,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,281.35,576.98,0.0
gfx942,304,352,2048,4096,ck,18,0,21.3026,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,277.22,529.15,0.0
gfx942,304,384,2048,4096,ck,18,0,19.3998,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,332.09,594.56,0.0
gfx942,304,416,2048,4096,ck,18,0,20.8458,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,334.81,565.89,0.0
gfx942,304,448,2048,4096,ck,18,0,19.7705,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,380.17,609.93,0.0
gfx942,304,480,2048,4096,ck,18,0,21.7078,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,370.98,567.57,0.0
gfx942,304,512,2048,4096,ck,18,0,20.1294,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,426.74,625.1,0.0
gfx942,304,544,2048,4096,ck,18,0,22.9273,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,398.08,560.25,0.0
gfx942,304,672,2048,4096,ck,3,0,33.3463,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,338.1,416.65,0.0
gfx942,304,736,2048,4096,ck,3,0,32.0103,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,385.75,450.42,0.0
gfx942,304,768,2048,4096,ck,3,0,32.4684,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,396.84,452.13,0.0
gfx942,304,800,2048,4096,ck,3,0,34.4359,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,389.76,433.91,0.0
gfx942,304,832,2048,4096,ck,3,0,35.0657,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,398.07,433.6,0.0
gfx942,304,864,2048,4096,ck,3,0,35.8916,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,403.87,430.92,0.0
gfx942,304,896,2048,4096,ck,3,0,35.0379,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,429.03,448.9,0.0
gfx942,304,928,2048,4096,ck,2,0,36.2455,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,429.55,441.18,0.0
gfx942,304,960,2048,4096,ck,18,0,35.7865,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,450.06,454.16,0.0
gfx942,304,992,2048,4096,ck,3,0,37.4083,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,444.9,441.48,0.0
gfx942,304,1024,2048,4096,ck,3,0,38.9594,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,440.97,430.63,0.0
gfx942,304,1088,2048,4096,ck,3,0,39.3703,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,463.64,439.46,0.0
gfx942,304,1152,2048,4096,ck,3,0,40.2111,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,480.65,443.31,0.0
gfx942,304,1216,2048,4096,ck,2,0,41.6761,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,489.52,440.3,0.0
gfx942,304,1280,2048,4096,ck,2,0,52.6971,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,407.51,358.17,0.0
gfx942,304,1344,2048,4096,ck,0,0,51.9758,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,433.83,373.22,0.0
gfx942,304,1408,2048,4096,ck,2,0,53.1051,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,444.82,375.16,0.0
gfx942,304,1472,2048,4096,ck,0,0,53.3103,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,463.25,383.55,0.0
gfx942,304,1536,2048,4096,ck,2,0,53.7749,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,479.22,389.99,0.0
gfx942,304,1600,2048,4096,ck,0,0,55.0371,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,487.74,390.57,0.0
gfx942,304,1664,2048,4096,ck,2,0,55.1041,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,506.63,399.61,0.0
gfx942,304,1728,2048,4096,ck,0,0,55.2926,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,524.32,407.73,0.0
gfx942,304,1792,2048,4096,ck,2,0,55.6039,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,540.7,414.88,0.0
gfx942,304,1856,2048,4096,ck,0,0,53.32,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,583.99,442.48,0.0
gfx942,304,1920,2048,4096,ck,2,0,58.1618,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,553.84,414.66,0.0
gfx942,304,1984,2048,4096,ck,0,0,54.2935,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,613.08,453.86,0.0
gfx942,304,2048,2048,4096,ck,0,0,58.7853,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,584.5,428.1,0.0
gfx942,304,2112,2048,4096,ck,0,0,57.3837,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,617.48,447.69,0.0
gfx942,304,2176,2048,4096,ck,0,0,59.5615,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,612.93,440.12,0.0
gfx942,304,2240,2048,4096,ck,0,0,56.3304,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,667.15,474.68,0.0
gfx942,304,2304,2048,4096,ck,0,0,60.8789,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,634.94,447.82,0.0
gfx942,304,2368,2048,4096,ck,0,0,58.4308,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,679.92,475.56,0.0
gfx942,304,2432,2048,4096,ck,0,0,61.4058,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,664.47,461.06,0.0
gfx942,304,2496,2048,4096,ck,0,0,76.8063,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,545.21,375.44,0.0
gfx942,304,2560,2048,4096,ck,0,0,78.0899,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,550.0,375.98,0.0
gfx942,304,2624,2048,4096,ck,0,0,81.2381,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,541.91,367.86,0.0
gfx942,304,2688,2048,4096,ck,0,0,81.0409,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,556.47,375.23,0.0
gfx942,304,2752,2048,4096,ck,0,0,78.7847,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,586.04,392.63,0.0
gfx942,304,2816,2048,4096,ck,0,0,78.0641,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,605.2,402.97,0.0
gfx942,304,2880,2048,4096,ck,0,0,79.2883,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,609.4,403.36,0.0
gfx942,304,2944,2048,4096,ck,0,0,78.7336,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,627.33,412.86,0.0
gfx942,304,3008,2048,4096,ck,0,0,78.9374,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,639.32,418.43,0.0
gfx942,304,3072,2048,4096,ck,0,0,79.6891,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,646.76,421.07,0.0
gfx942,304,3136,2048,4096,ck,0,0,80.5565,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,653.12,423.04,0.0
gfx942,304,3264,2048,4096,ck,0,0,79.2524,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,690.97,443.23,0.0
gfx942,304,3456,2048,4096,ck,0,0,81.7719,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,709.07,448.81,0.0
gfx942,304,3584,2048,4096,ck,0,0,83.4983,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,720.13,452.09,0.0
gfx942,304,3648,2048,4096,ck,0,0,84.9289,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,720.64,450.65,0.0
gfx942,304,3776,2048,4096,ck,0,0,86.6062,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,731.48,454.03,0.0
gfx942,304,3840,2048,4096,ck,0,0,86.1487,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,747.83,462.52,0.0
gfx942,304,3904,2048,4096,ck,0,0,89.3107,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,733.38,452.02,0.0
gfx942,304,3968,2048,4096,ck,0,0,89.2222,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,746.14,458.34,0.0
gfx942,304,4096,2048,4096,ck,0,0,86.9855,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,790.01,482.18,0.0
gfx942,304,5120,2048,4096,ck,0,0,123.5586,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,695.21,407.35,0.0
gfx942,304,7296,2048,4096,ck,0,0,151.9453,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,805.6,448.57,0.0
gfx942,304,8192,2048,4096,ck,0,0,163.5577,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,840.31,461.6,0.0
gfx942,304,8320,2048,4096,ck,0,0,170.9698,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,816.44,447.72,0.0
gfx942,304,13952,2048,4096,ck,0,0,260.5066,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,898.54,470.94,0.0
gfx942,304,15488,2048,4096,ck,0,0,295.6733,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,878.83,457.49,0.0
gfx942,304,16384,2048,4096,ck,0,0,294.8518,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,932.26,483.65,0.0
gfx942,304,16,3072,4096,ck,8,0,15.1621,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,26.56,840.7,0.0
gfx942,304,32,3072,4096,ck,8,0,15.0782,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,53.41,856.24,0.0
