gfx,cu_num,M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle,libtype,solidx,splitK,us,kernelName,err_ratio,tflops,bw
gfx1250,256,256,3072,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,21309,0,6.4187,opus_gemm_gfx1250_4wave_wl_co_128x64x64x256_4x1_16x16x32_0x0x0_w2x2_c2x2_p3_v1024w1,0.0,376.39,1837.83
gfx1250,256,512,3072,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,21267,0,7.9544,opus_gemm_gfx1250_4wave_wl_co_128x64x128x128_4x1_16x16x32_0x0x0_w2x2_c1x4_p3_v1024w1,0.0,607.44,1779.62
gfx1250,256,1024,3072,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,21166,0,9.4195,opus_gemm_gfx1250_4wave_wl_co_128x128x128x128_4x1_16x16x32_0x0x0_w2x2_c1x4_p3_v1024w1,0.0,1025.92,2003.75
gfx1250,256,2048,3072,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,21178,0,13.1446,opus_gemm_gfx1250_4wave_wl_co_128x128x256x128_4x1_16x16x32_0x0x0_w2x2_c2x2_p3_v1024w1,0.0,1470.36,2153.85
gfx1250,256,4096,3072,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,21179,0,26.8447,opus_gemm_gfx1250_4wave_wl_co_128x128x256x128_4x1_16x16x32_0x0x0_w2x2_c4x4_p3_v1024w1,0.0,1439.94,1757.74
gfx1250,256,8192,3072,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,21179,0,48.8042,opus_gemm_gfx1250_4wave_wl_co_128x128x256x128_4x1_16x16x32_0x0x0_w2x2_c4x4_p3_v1024w1,0.0,1584.07,1740.31
gfx1250,256,16384,3072,1536,False,torch.bfloat16,torch.bfloat16,False,False,opus,21179,0,92.8982,opus_gemm_gfx1250_4wave_wl_co_128x128x256x128_4x1_16x16x32_0x0x0_w2x2_c4x4_p3_v1024w1,0.0,1664.39,1726.97
gfx1250,256,1,7168,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,21314,0,5.6883,opus_gemm_gfx1250_4wave_wl_co_128x32x64x256_4x1_16x16x32_0x0x0_w1x4_c2x2_p3_v1024w1,0.0,5.16,5164.73
gfx1250,256,2,7168,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,21312,0,5.7156,opus_gemm_gfx1250_4wave_wl_co_128x32x64x256_4x1_16x16x32_0x0x0_w1x4_c1x4_p3_v1024w1,0.0,10.27,5143.29
gfx1250,256,4,7168,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,21312,0,5.7473,opus_gemm_gfx1250_4wave_wl_co_128x32x64x256_4x1_16x16x32_0x0x0_w1x4_c1x4_p3_v1024w1,0.0,20.43,5121.34
gfx1250,256,8,7168,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,21312,0,5.826,opus_gemm_gfx1250_4wave_wl_co_128x32x64x256_4x1_16x16x32_0x0x0_w1x4_c1x4_p3_v1024w1,0.0,40.32,5064.81
gfx1250,256,16,7168,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,21312,0,5.9113,opus_gemm_gfx1250_4wave_wl_co_128x32x64x256_4x1_16x16x32_0x0x0_w1x4_c1x4_p3_v1024w1,0.0,79.47,5016.67
gfx1250,256,32,7168,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,21312,0,5.9927,opus_gemm_gfx1250_4wave_wl_co_128x32x64x256_4x1_16x16x32_0x0x0_w1x4_c1x4_p3_v1024w1,0.0,156.78,4997.74
gfx1250,256,48,7168,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,21307,0,6.3369,opus_gemm_gfx1250_4wave_wl_co_128x64x64x256_4x1_16x16x32_0x0x0_w2x2_c1x4_p3_v1024w1,0.0,222.39,4772.82
gfx1250,256,64,7168,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,21307,0,6.4057,opus_gemm_gfx1250_4wave_wl_co_128x64x64x256_4x1_16x16x32_0x0x0_w2x2_c1x4_p3_v1024w1,0.0,293.34,4767.59
gfx1250,256,80,7168,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,21302,0,8.0802,opus_gemm_gfx1250_4wave_wl_co_128x64x64x256_4x1_16x16x32_0x0x0_w1x4_c1x4_p3_v1024w1,0.0,290.69,3816.08
gfx1250,256,96,7168,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,21307,0,7.9772,opus_gemm_gfx1250_4wave_wl_co_128x64x64x256_4x1_16x16x32_0x0x0_w2x2_c1x4_p3_v1024w1,0.0,353.33,3902.32
gfx1250,256,112,7168,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,21307,0,7.735,opus_gemm_gfx1250_4wave_wl_co_128x64x64x256_4x1_16x16x32_0x0x0_w2x2_c1x4_p3_v1024w1,0.0,425.12,4062.64
gfx1250,256,128,7168,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,21307,0,8.2149,opus_gemm_gfx1250_4wave_wl_co_128x64x64x256_4x1_16x16x32_0x0x0_w2x2_c1x4_p3_v1024w1,0.0,457.47,3861.21
gfx1250,256,256,7168,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,21147,0,10.0856,opus_gemm_gfx1250_4wave_wl_co_128x96x128x128_4x1_16x16x32_0x0x0_w2x2_c4x1_p3_v1024w1,0.0,745.24,3378.95
gfx1250,256,512,7168,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,21159,0,12.2822,opus_gemm_gfx1250_4wave_wl_co_128x96x256x128_4x1_16x16x32_0x0x0_w2x2_c4x4_p3_v1024w1,0.0,1223.92,3158.82
gfx1250,256,1024,7168,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,21176,0,17.386,opus_gemm_gfx1250_4wave_wl_co_128x128x256x128_4x1_16x16x32_0x0x0_w2x2_c1x4_p3_v1024w1,0.0,1729.25,2774.33
gfx1250,256,2048,7168,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,21176,0,35.0549,opus_gemm_gfx1250_4wave_wl_co_128x128x256x128_4x1_16x16x32_0x0x0_w2x2_c1x4_p3_v1024w1,0.0,1715.3,1914.39
gfx1250,256,4096,7168,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,21178,0,68.3418,opus_gemm_gfx1250_4wave_wl_co_128x128x256x128_4x1_16x16x32_0x0x0_w2x2_c2x2_p3_v1024w1,0.0,1759.67,1534.31
gfx1250,256,8192,7168,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,21177,0,121.7364,opus_gemm_gfx1250_4wave_wl_co_128x128x256x128_4x1_16x16x32_0x0x0_w2x2_c4x1_p3_v1024w1,0.0,1975.73,1481.52
gfx1250,256,16384,7168,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,21177,0,232.1191,opus_gemm_gfx1250_4wave_wl_co_128x128x256x128_4x1_16x16x32_0x0x0_w2x2_c4x1_p3_v1024w1,0.0,2072.37,1427.5
gfx1250,256,1,16160,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,21312,0,16.5776,opus_gemm_gfx1250_4wave_wl_co_128x32x64x256_4x1_16x16x32_0x0x0_w1x4_c1x4_p3_v1024w1,0.0,13.97,13977.68
gfx1250,256,2,16160,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,21312,0,16.983,opus_gemm_gfx1250_4wave_wl_co_128x32x64x256_4x1_16x16x32_0x0x0_w1x4_c1x4_p3_v1024w1,0.0,27.28,13646.77
gfx1250,256,4,16160,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,21312,0,17.3328,opus_gemm_gfx1250_4wave_wl_co_128x32x64x256_4x1_16x16x32_0x0x0_w1x4_c1x4_p3_v1024w1,0.0,53.46,13376.74
gfx1250,256,8,16160,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,21312,0,16.5992,opus_gemm_gfx1250_4wave_wl_co_128x32x64x256_4x1_16x16x32_0x0x0_w1x4_c1x4_p3_v1024w1,0.0,111.65,13979.17
gfx1250,256,16,16160,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,21312,0,16.9439,opus_gemm_gfx1250_4wave_wl_co_128x32x64x256_4x1_16x16x32_0x0x0_w1x4_c1x4_p3_v1024w1,0.0,218.76,13716.81
gfx1250,256,32,16160,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,21312,0,18.5556,opus_gemm_gfx1250_4wave_wl_co_128x32x64x256_4x1_16x16x32_0x0x0_w1x4_c1x4_p3_v1024w1,0.0,399.53,12565.63
gfx1250,256,48,16160,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,21307,0,18.2464,opus_gemm_gfx1250_4wave_wl_co_128x64x64x256_4x1_16x16x32_0x0x0_w2x2_c1x4_p3_v1024w1,0.0,609.44,12819.47
gfx1250,256,64,16160,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,21306,0,21.5279,opus_gemm_gfx1250_4wave_wl_co_128x64x64x256_4x1_16x16x32_0x0x0_w2x2_c1x1_p3_v1024w1,0.0,688.73,10900.08
gfx1250,256,80,16160,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,21146,0,28.1838,opus_gemm_gfx1250_4wave_wl_co_128x96x128x128_4x1_16x16x32_0x0x0_w2x2_c1x4_p3_v1024w1,0.0,657.6,8352.4
gfx1250,256,96,16160,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,21146,0,28.1758,opus_gemm_gfx1250_4wave_wl_co_128x96x128x128_4x1_16x16x32_0x0x0_w2x2_c1x4_p3_v1024w1,0.0,789.34,8381.26
gfx1250,256,112,16160,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,21133,0,28.963,opus_gemm_gfx1250_4wave_wl_co_128x64x192x128_4x1_16x16x32_0x0x0_w2x2_c2x2_p3_v1024w1,0.0,895.87,8179.24
gfx1250,256,128,16160,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,21133,0,29.1862,opus_gemm_gfx1250_4wave_wl_co_128x64x192x128_4x1_16x16x32_0x0x0_w2x2_c2x2_p3_v1024w1,0.0,1016.02,8142.26
gfx1250,256,256,16160,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,21178,0,38.9397,opus_gemm_gfx1250_4wave_wl_co_128x128x256x128_4x1_16x16x32_0x0x0_w2x2_c2x2_p3_v1024w1,0.0,1523.06,6256.18
gfx1250,256,512,16160,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,21179,0,58.6881,opus_gemm_gfx1250_4wave_wl_co_128x128x256x128_4x1_16x16x32_0x0x0_w2x2_c4x4_p3_v1024w1,0.0,2021.11,4354.51
gfx1250,256,1024,16160,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,21239,0,118.4525,opus_gemm_gfx1250_4wave_wl_co_128x128x256x128_4x1_16x16x32_0x0x0_w1x4_c4x4_p3_v1024w1,0.0,2002.74,2359.14
gfx1250,256,2048,16160,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,21176,0,212.5675,opus_gemm_gfx1250_4wave_wl_co_128x128x256x128_4x1_16x16x32_0x0x0_w2x2_c1x4_p3_v1024w1,0.0,2232.04,1539.38
gfx1250,256,4096,16160,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,21179,0,440.4961,opus_gemm_gfx1250_4wave_wl_co_128x128x256x128_4x1_16x16x32_0x0x0_w2x2_c4x4_p3_v1024w1,0.0,2154.21,959.76
gfx1250,256,8192,16160,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,21179,0,1111.9104,opus_gemm_gfx1250_4wave_wl_co_128x128x256x128_4x1_16x16x32_0x0x0_w2x2_c4x4_p3_v1024w1,0.0,1706.83,552.09
gfx1250,256,16384,16160,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,21179,0,2535.8499,opus_gemm_gfx1250_4wave_wl_co_128x128x256x128_4x1_16x16x32_0x0x0_w2x2_c4x4_p3_v1024w1,0.0,1496.81,392.8
gfx1250,256,1,129280,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20013,1,118.726,opus_gemm_gfx1250_splitk_cluster_tdm_ws_128x16x256x128_1x2_16x16x32_0x0x0_p3w1,0.0,15.61,15612.68
gfx1250,256,2,129280,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,20012,1,119.9692,opus_gemm_gfx1250_splitk_cluster_tdm_ws_128x16x128x256_1x2_16x16x32_0x0x0_p3w1,0.0,30.9,15453.17
gfx1250,256,4,129280,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,21195,0,106.0894,opus_gemm_gfx1250_4wave_wl_co_128x64x256x128_4x1_16x16x32_0x0x0_w1x4_c1x1_p3_v1024w1,0.0,69.88,17480.07
gfx1250,256,8,129280,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,21195,0,107.5958,opus_gemm_gfx1250_4wave_wl_co_128x64x256x128_4x1_16x16x32_0x0x0_w1x4_c1x1_p3_v1024w1,0.0,137.8,17245.48
gfx1250,256,16,129280,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,21195,0,108.409,opus_gemm_gfx1250_4wave_wl_co_128x64x256x128_4x1_16x16x32_0x0x0_w1x4_c1x1_p3_v1024w1,0.0,273.54,17136.26
gfx1250,256,32,129280,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,21195,0,110.3878,opus_gemm_gfx1250_4wave_wl_co_128x64x256x128_4x1_16x16x32_0x0x0_w1x4_c1x1_p3_v1024w1,0.0,537.26,16868.63
gfx1250,256,48,129280,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,21195,0,114.5067,opus_gemm_gfx1250_4wave_wl_co_128x64x256x128_4x1_16x16x32_0x0x0_w1x4_c1x1_p3_v1024w1,0.0,776.91,16299.98
gfx1250,256,64,129280,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,21195,0,120.8907,opus_gemm_gfx1250_4wave_wl_co_128x64x256x128_4x1_16x16x32_0x0x0_w1x4_c1x1_p3_v1024w1,0.0,981.17,15475.33
gfx1250,256,80,129280,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,21215,0,128.5281,opus_gemm_gfx1250_4wave_wl_co_128x96x256x128_4x1_16x16x32_0x0x0_w1x4_c1x1_p3_v1024w1,0.0,1153.59,14589.73
gfx1250,256,96,129280,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,21215,0,132.1492,opus_gemm_gfx1250_4wave_wl_co_128x96x256x128_4x1_16x16x32_0x0x0_w1x4_c1x1_p3_v1024w1,0.0,1346.37,14222.99
gfx1250,256,112,129280,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,21176,0,140.6899,opus_gemm_gfx1250_4wave_wl_co_128x128x256x128_4x1_16x16x32_0x0x0_w2x2_c1x4_p3_v1024w1,0.0,1475.42,13390.6
gfx1250,256,128,129280,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,21176,0,141.482,opus_gemm_gfx1250_4wave_wl_co_128x128x256x128_4x1_16x16x32_0x0x0_w2x2_c1x4_p3_v1024w1,0.0,1676.75,13346.49
gfx1250,256,256,129280,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,21178,0,226.285,opus_gemm_gfx1250_4wave_wl_co_128x128x256x128_4x1_16x16x32_0x0x0_w2x2_c2x2_p3_v1024w1,0.0,2096.73,8499.1
gfx1250,256,512,129280,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,21179,0,436.4497,opus_gemm_gfx1250_4wave_wl_co_128x128x256x128_4x1_16x16x32_0x0x0_w2x2_c4x4_p3_v1024w1,0.0,2174.18,4566.58
gfx1250,256,1024,129280,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,21179,0,1159.5609,opus_gemm_gfx1250_4wave_wl_co_128x128x256x128_4x1_16x16x32_0x0x0_w2x2_c4x4_p3_v1024w1,0.0,1636.69,1839.32
gfx1250,256,2048,129280,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,21179,0,2457.5076,opus_gemm_gfx1250_4wave_wl_co_128x128x256x128_4x1_16x16x32_0x0x0_w2x2_c4x4_p3_v1024w1,0.0,1544.52,981.58
gfx1250,256,4096,129280,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,21234,0,4731.0094,opus_gemm_gfx1250_4wave_wl_co_128x128x192x128_4x1_16x16x32_0x0x0_w1x4_c4x4_p3_v1024w1,0.0,1604.6,628.01
gfx1250,256,8192,129280,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,21234,0,9353.0764,opus_gemm_gfx1250_4wave_wl_co_128x128x192x128_4x1_16x16x32_0x0x0_w1x4_c4x4_p3_v1024w1,0.0,1623.29,437.17
gfx1250,256,16384,129280,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,21179,0,19801.9643,opus_gemm_gfx1250_4wave_wl_co_128x128x256x128_4x1_16x16x32_0x0x0_w2x2_c4x4_p3_v1024w1,0.0,1533.45,319.39
